PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3628;"Parroquia Nuestra Señora de la Misericordia";"";"";"";"Metro: Portazgo (línea 1).  Bus: 10, 103.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49fef4d7f71c010VgnVCM1000000b205a0aRCRD";"ARROYO DEL OLIVAR";"CALLE";"V";"100";"";"";"";"";"MADRID";"MADRID";"28018";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"444132";"4471308";"40.390498084308774";"-3.6582635717212426";"917 773 597";"";"nsmisericordia@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3630;"Parroquia Nuestra Señora de la Montaña";"";"";"";"Metro: Vinateros (línea 9).  Bus: 71.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57afef4d7f71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR JOSE DE PASAMONTE";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28030";"MARROQUINA";"MORATALAZ";"445070";"4473706";"40.41028203945759";"-3.648697619851563";"913 282 981";"";"pamontan@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18323;"Parroquia Nuestra Señora de la Palabra";"Su actividad pastoral la realiza junto a Santa María del Camino.";"";"";"Metro: Pavones (línea 9).  Bus: 32.  Bicimad: Estación 221 (calle Hacienda de Pavones, 342).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=610a444a2951c010VgnVCM2000000c205a0aRCRD";"VALDEBERNARDO";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28030";"PAVONES";"MORATALAZ";"446378";"4472549";"40.40182534803049";"-3.6319179727289943";"917 721 569";"";"smcaminoynspalabra@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3640;"Parroquia Nuestra Señora de la Paz";"";"";"";"Metro: Pacífico (líneas 1 y 6), Menendez Pelayo (línea 1), Conde de Casal (línea 6).  Bus: 10.  Bicimad: Estaciones 76 (avenida del Mediterráneo, 19) y 178 (calle León Gil de Palacio,3).  Aparcamiento: Daoíz y Velarde (23) avenida Ciudad de Barcelona (calle Alberche y calle Téllez).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9bfef4d7f71c010VgnVCM1000000b205a0aRCRD";"VALDERRIBAS";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28007";"PACIFICO";"RETIRO";"442731";"4473120";"40.404845091517394";"-3.6762102912144026";"915 514 817";"";"paz@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3647;"Parroquia Nuestra Señora de la Peña y San Felipe Neri";"";"";"";"Metro: Nueva Numancia (línea 1).  Bus: 141, 136, 24, 54, 57, 58, 10, 111, 310.  Bicimad: Estación 226 (camino de Valderribas, 94).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ccfef4d7f71c010VgnVCM1000000b205a0aRCRD";"PUERTO DE CANFRANC";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28038";"NUMANCIA";"PUENTE DE VALLECAS";"443722";"4472086";"40.397479094982835";"-3.663174621176334";"913 284 530";"";"nspneri@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3649;"Parroquia Nuestra Señora de la Piedad";"";"";"";"Metro: Portazgo (línea 1).  Bus: 103, 310.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fdfef4d7f71c010VgnVCM1000000b205a0aRCRD";"ANTONIO FOLGUERAS";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28018";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443851";"4471192";"40.389425117562986";"-3.6615757072519344";"914 783 737";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3685;"Parroquia Nuestra Señora de la Soledad";"";"";"";"Metro: Almendrales (línea 3) .  Bus: 6, 78.  Cercanías Renfe: Doce de Octubre (línea C5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91ffef4d7f71c010VgnVCM1000000b205a0aRCRD";"VISITACION";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28026";"ALMENDRALES";"USERA";"440419";"4470480";"40.38278165234565";"-3.701943242826916";"917 924 245";"";"pnssoledad@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3696;"Parroquia Nuestra Señora de la Vega";"";"";"";"Metro: Peñagrande (Línea 7).  Bus: 42, 126, 128, 49.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2400ef4d7f71c010VgnVCM1000000b205a0aRCRD";"CHANTADA";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"439615";"4480550";"40.47342973121865";"-3.712371011419384";"917 383 506";"";"parroquia.vega@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3413;"Parroquia Nuestra Señora de las Américas";"";"";"";"Bus: 153 Metro: Canillejas (línea 5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cd413db5b71c010VgnVCM1000000b205a0aRCRD";"ESPIREA";"CALLE";"V";"1";"";"";"";"y 3";"MADRID";"MADRID";"28042";"PALOMAS";"HORTALEZA";"447554";"4477991";"40.45091617161172";"-3.618497275627049";"917 412 898";"";"nuestrasradelasamericas@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3420;"Parroquia Nuestra Señora de las Angustias";"";"";"";"Metro: Palos de la Frontera (línea 3), Atocha-Renfe (línea 1).  Bus: 27, 247, 47, 55, 102, 8.  Cercanías Renfe: Atocha (C1, C2, C3, C4, C5, C10).  Bicimad: Estaciones 120 (calle Palos de la Frontera, 27), 168 (paseo Santa María de la Cabeza, 29), 51 (Ronda de Atocha, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee413db5b71c010VgnVCM1000000b205a0aRCRD";"RAFAEL DE RIEGO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28045";"PALOS DE MOGUER";"ARGANZUELA";"441373";"4473101";"40.404570222656";"-3.6922113517835298";"914 678 126";"";"nsangustias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3487;"Parroquia Nuestra Señora de las Delicias";"";"";"";"Metro: Delicias (línea 3).  Bus: 19, 247, 45, 47, 59, 85, 86, 8, 55, 6.  Cercanías Renfe: Delicias (C1, C10 y Regional).  Bicimad: Estación 172 (calle Bustamante, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=710513db5b71c010VgnVCM1000000b205a0aRCRD";"DELICIAS";"PASEO";"V";"61";"";"";"";"";"MADRID";"MADRID";"28045";"DELICIAS";"ARGANZUELA";"441124";"4472418";"40.400281290485566";"-3.693817192160563";"915 392 036 / 915 278 982";"";"pnsdelicias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3528;"Parroquia Nuestra Señora de las Fuentes";"";"";"";"Metro: Barrio del Pilar (línea 9).  Bus: 134, 137.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=041513db5b71c010VgnVCM1000000b205a0aRCRD";"VILLA DE MARIN";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28029";"LA PAZ";"FUENCARRAL-EL PARDO";"440761";"4481136";"40.478791247256005";"-3.698895603938762";"913 147 361";"";"parroquialsfts@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3633;"Parroquia Nuestra Señora de las Nieves";"";"";"";"Bus: 133.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b610ef4d7f71c010VgnVCM1000000b205a0aRCRD";"NURIA";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28034";"MIRASIERRA";"FUENCARRAL-EL PARDO";"440252";"4482540";"40.49140244900587";"-3.7050444338904174";"917 345 210";"";"parroquianieves@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
59885;"Parroquia Nuestra Señora de las Rosas";"";"";"";"Metro: Las Rosas (línea 2).  Bus: 38, 140, 153.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=51858ed67151c010VgnVCM2000000c205a0aRCRD";"SUECIA";"CALLE";"V";"44";"3ª";"C";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448778";"4475076";"40.42474138741867";"-3.6038284716396287";"917 600 847";"";"parroquia_rosas@adsis.org";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3699;"Parroquia Nuestra Señora de las Victorias";"";"";"";"Metro: Valdeacederas (línea 1).  Bus: 49, 11, 124, 66.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4920ef4d7f71c010VgnVCM1000000b205a0aRCRD";"AZUCENAS";"CALLE";"V";"34";"";"";"";"";"MADRID";"MADRID";"28039";"VALDEACEDERAS";"TETUAN";"440644";"4479482";"40.46388293930127";"-3.7001328900210666";"915 791 418";"";"lasvictorias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3378;"Parroquia Nuestra Señora de Loreto";"";"";"";"Metro: Barajas (línea 9).  Bus: 105, 115, 166.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=962513db5b71c010VgnVCM1000000b205a0aRCRD";"ALAS";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28042";"TIMON";"BARAJAS";"450536";"4480397";"40.472782707983896";"-3.583519841567792";"913 010 183";"";"parroquialoreto@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3406;"Parroquia Nuestra Señora de los Álamos";"";"";"";"Metro: Miguel Hernández (l&amp;igrave;nea 1).  Bus: 144, 54.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=293513db5b71c010VgnVCM1000000b205a0aRCRD";"LEON FELIPE";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28038";"PALOMERAS SURESTE";"PUENTE DE VALLECAS";"445882";"4471065";"40.388415511526425";"-3.6376247314054853";"913 801 819";"";"nsalamos@telefonica.net";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3419;"Parroquia Nuestra Señora de los Ángeles";"";"";"";"Metro: Cuatro Caminos (líneas 1, 2 y 6).  Bus: 149, 3, 45, 37, 127, F, C1, 124, C2, 128, 64, 66.  Bicimad: Estación 132 (calle Santa Engracia, 168).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb4513db5b71c010VgnVCM1000000b205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"93";"";"";"";"";"MADRID";"MADRID";"28003";"VALLEHERMOSO";"CHAMBERI";"440283";"4477480";"40.44582194466384";"-3.704249536061228";"915 334 343";"";"nsdelosangeles@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3426;"Parroquia Nuestra Señora de los Apóstoles";"";"";"";"Metro: Pavones (línea 9).  Bus: 32.  Bicimad: Estación 221 (calle Hacienda de Pavones, 342).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e5513db5b71c010VgnVCM1000000b205a0aRCRD";"LUIS DE HOYOS SAINZ";"CALLE";"V";"94";"";"BIS";"";"";"MADRID";"MADRID";"28030";"VINATEROS";"MORATALAZ";"445926";"4472692";"40.40308441341848";"-3.6372446005644776";"913 714 411";"";"nsapostoles@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3488;"Parroquia Nuestra Señora de los Desamparados y San Lucas";"";"";"";"Metro: San Cristóbal (línea 3).  Bus: 79, 59.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d07513db5b71c010VgnVCM1000000b205a0aRCRD";"PINAZO";"PLAZA";"V";"8";"";"";"";"";"MADRID";"MADRID";"28021";"SAN CRISTOBAL";"VILLAVERDE";"441333";"4466023";"40.34269836877543";"-3.690748444170573";"917 950 874";"";"parroquiasdesancristobal@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3400;"Parroquia Nuestra Señora de los Dolores";"";"";"";"Metro: San Bernardo (líneas 2 y 4), Quevedo (línea 2), Bilbao (línea 1 y 4).  Bus: 149, 3, 37, 147.  Bicimad: Estación 3 (plaza del Conde Suchil 3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=638513db5b71c010VgnVCM1000000b205a0aRCRD";"SAN BERNARDO";"CALLE";"V";"103";"";"";"";"";"MADRID";"MADRID";"28015";"ARAPILES";"CHAMBERI";"440273";"4476060";"40.43115695362478";"-3.7054523141302185";"914 454 922 (despacho) / 915 938 245 (sacristía)";"";"virgendelosdolores@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3582;"Parroquia Nuestra Señora de Luján";"";"";"";"Metro: Peñagrande (línea 7).  Bus: 42, 126, 147, 128, 49, 132, 137.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e40ef4d7f71c010VgnVCM1000000b205a0aRCRD";"PONFERRADA";"CALLE";"V";"49";"";"";"";"";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"439586";"4480840";"40.47604004759667";"-3.712740722111246";"913 860 478";"";"lujan@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3587;"Parroquia Nuestra Señora de Madrid";"";"";"";"Metro: Plaza de Castilla (líneas 1, 9 y 10), Chamartín (líneas 1 y 10).  Bus: 177, 124, 134, 135, 147, 173, 175, 176, 178, 67, 107, 66, 174, T62.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C4, C8, C10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f060ef4d7f71c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"207";"";"";"";"";"MADRID";"MADRID";"28046";"ALMENARA";"TETUAN";"441602";"4480125";"40.46974331401812";"-3.6888811723416364";"913 152 018";"";"lamadonademadrid@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3631;"Parroquia Nuestra Señora de Moratalaz";"";"";"";"Metro: Vinateros (línea 9).    Bus: 30, 32.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8370ef4d7f71c010VgnVCM1000000b205a0aRCRD";"ENTRE ARROYOS";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28030";"MEDIA LEGUA";"MORATALAZ";"444463";"4473316";"40.408600459377965";"-3.6545388944947943";"914 390 732";"";"pqnsmoratalaz@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3686;"Parroquia Nuestra Señora de Sonsoles";"";"";"";"Metro: Quintana (línea 5).  Bus: 109.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1680ef4d7f71c010VgnVCM1000000b205a0aRCRD";"TIMOTEO DOMINGO";"CALLE";"V";"38";"";"";"";"";"MADRID";"MADRID";"28017";"PUEBLO NUEVO";"CIUDAD LINEAL";"445334";"4475975";"40.43262085711339";"-3.6445146633230454";"913 675 693";"";"despacho@parroquiasonsoles.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3405;"Parroquia Nuestra Señora del Aire";"";"";"";"Bus: 155, 34.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea853d232e91f010VgnVCM1000000b205a0aRCRD";"MAESTRA JUSTA FREIRE";"CALLE";"V";"72";"";"";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"435006";"4469533";"40.37384611247729";"-3.765600966674104";"917 055 400";"";"parroquiaaire@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3351;"Parroquia Nuestra Señora del Buen Consejo y San Isidro";"";"";"";"Metro: La Latina (línea 5), Tirso de Molina (línea 1).  Bus: 002, M1, 35,31, 50, 65, 18, 23, 17.  Bicimad: Estaciones 40 (plaza del Conde de Romanones, 9), 39 (plaza de la Cebada, 16), 32 (plaza de la Provincia, 1).  Aparcamientos: Plaza Mayor (55) y Mercado de la Cebada (501) plaza de la Cebada.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88a513db5b71c010VgnVCM1000000b205a0aRCRD";"TOLEDO";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28005";"EMBAJADORES";"CENTRO";"439984";"4473834";"40.412964921671964";"-3.707383827213788";"913 692 037";"";"pquiabuenconsejoysanisidro@archimadrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3468;"Parroquia Nuestra Señora del Buen Suceso";"";"";"";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6).  Bus: 001, 1, 133, 138, 44, C2, C1, 62, 74, 002, C03, 21, 2.  Bicimad: Estaciones 123 (calle Guzmán el Bueno, 1), 114 (calle Quintana, 11).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42cdb069a541f010VgnVCM1000000b205a0aRCRD";"PRINCESA";"CALLE";"V";"43";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439280";"4475655";"40.429309223105925";"-3.7158546113947413";"915 482 245";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3453;"Parroquia Nuestra Señora del Camino";"";"";"";"Bus: 28, 48, 140.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bb513db5b71c010VgnVCM1000000b205a0aRCRD";"FENELON";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28022";"CANILLEJAS";"SAN BLAS-CANILLEJAS";"448016";"4476469";"40.43724312359384";"-3.6129247183261337";"917 416 273";"";"sradelcamino@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3456;"Parroquia Nuestra Señora del Carmen y San Luis Obispo";"";"";"";"Metro: Sol (líneas 1, 2 y 3) Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5).  Bus: 001, 1, 2, 3, 46, 74, 002.  Cercanías Renfe: Sol (lineas C3, C4 y Regional).  Bicimad: Estación 56 (Plaza del Carmen, 1).  Aparcamientos: El Corte Inglés Preciados (93) calle Preciados y plaza del Carmen (8).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30e513db5b71c010VgnVCM1000000b205a0aRCRD";"CARMEN";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28013";"SOL";"CENTRO";"440271";"4474413";"40.41820147265785";"-3.7040557419650457";"915 226 769";"";"parrocarmen@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3455;"Parroquia Nuestra Señora del Carmen (El Plantío)";"";"";"";"Metro: Almendrales (línea 3).  Bus: 78.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adc513db5b71c010VgnVCM1000000b205a0aRCRD";"VICTORIA";"AVENIDA";"V";"51";"";"";"";"";"MADRID";"MADRID";"28023";"EL PLANTIO";"MONCLOA-ARAVACA";"429664";"4480506";"40.472250375109866";"-3.829734993889677";"913 077 222";"";"parroquiaelplantio@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18329;"Parroquia Nuestra Señora del Consuelo";"";"";"";"Bus: 136, 144.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f31a444a2951c010VgnVCM2000000c205a0aRCRD";"CLEOPATRA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28018";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"444248";"4470414";"40.382443086711525";"-3.6568303430346294";"917 783 554";"";"nsconsuelo@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3500;"Parroquia Nuestra Señora del Encuentro";"";"";"";"Metro: Alvarado (línea 1), Cuatro Caminos (líneas 1, 2 y 6).  Bus: 127, 44.  Bicimad: Estaciónes 204 (calle Doctor Santero, 1), 237 (calle Francisco Balseiro, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=550613db5b71c010VgnVCM1000000b205a0aRCRD";"PEDRO BARREDA";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"440164";"4478123";"40.449733492947175";"-3.706931935930273";"915 533 959";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3503;"Parroquia Nuestra Señora del Espino";"";"";"";"Metro: Plaza de Castilla (líneas 1, 9 y 10).  Bus: 42, 124, 49, 66, 149.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e71613db5b71c010VgnVCM1000000b205a0aRCRD";"CONDE DEL SERRALLO";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28029";"ALMENARA";"TETUAN";"441345";"4479781";"40.46668866504906";"-3.6919994096952933";"917 331 734";"";"jacenacu@yahoo.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3538;"Parroquia Nuestra Señora del Henar";"";"";"";"Metro: Diego de León (líneas 4, 5 y 6), Cartagena (línea 7).  Bus: 72, 73.  Bicimad: Estación 191 (calle Alonso Heredia, 1).  Aparcamiento: Díaz Porlier (60) calle Diego de León 64.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a890ef4d7f71c010VgnVCM1000000b205a0aRCRD";"AGUSTIN DURAN";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"442884";"4476418";"40.43644698832377";"-3.673437710416204";"913 564 162";"";"parroquiahenar@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3398;"Parroquia Nuestra Señora del Perpetuo Socorro";"";"";"";"Metro: Bilbao (líneas 1 y 4).    Bus: 147, 37, 40, 21, C03, 3.    Bicimad: Estación 124 (calle Manuel Silvela, 20).    Aparcamiento: Olavide (52) plaza de Olavide.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a2613db5b71c010VgnVCM1000000b205a0aRCRD";"MANUEL SILVELA";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28010";"TRAFALGAR";"CHAMBERI";"440714";"4475740";"40.430178452666645";"-3.6989461839797224";"914 469 550";"";"perpetuosocorro@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3650;"Parroquia Nuestra Señora del Pilar. Calle Juan Bravo";"";"";"";"Metro: Núñez de Balboa (líneas 5 y 9), Diego de León (4, 5 y 6).   Bus: 29, 52.    Bicimad: Estación 144 (calle Juan Bravo, 50).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ba0ef4d7f71c010VgnVCM1000000b205a0aRCRD";"JUAN BRAVO";"CALLE";"V";"40";"";"";"";"BIS";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442581";"4476182";"40.43241881961902";"-3.6782548807627102";"914 010 959 / 914 026 302";"";"parroquiapilar@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3651;"Parroquia Nuestra Señora del Pilar. (Campamento)";"";"";"";"Metro: Colonia Jardín (líneas 10, ML2 y ML3).    Bus: 65, 36, 39.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdb0ef4d7f71c010VgnVCM1000000b205a0aRCRD";"PATRICIO MARTINEZ";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28024";"CAMPAMENTO";"LATINA";"434570";"4472091";"40.39685544652785";"-3.770999126231359";"915 182 862";"";"pilarcampamento@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
