PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11417679;"Iglesia Cristiana Adventista del Séptimo Día. Madrid Emaus";"";"";"";"Metro: Avenida de Guadalajara (línea 2)  Bus: 4";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4aaeeb2dcd1a710VgnVCM1000001d4a900aRCRD";"RUSIA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448247";"4475023";"40.42423100660826";"-3.610095282640812";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
6893233;"Iglesia Cristiana Adventista del Séptimo Día. Madrid Grupo Brasileños";"";"";"";"Metro: Urgel (línea 5)  Bus: 118, 119, 34, 35";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1d689f2b4eed310VgnVCM2000000c205a0aRCRD";"MARQUESA DE ARG&amp;Uuml;ESO";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"438564";"4471455";"40.391431883192325";"-3.7238698693478747";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
8352971;"Iglesia Cristiana Adventista del Séptimo Día. Madrid Horeb";"";"";"";"Metro: Carpetana (línea 6)  Bus: 17, 25";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=384fcef44b421510VgnVCM2000000c205a0aRCRD";"DOCTOR ZOFIO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"437355";"4471841";"40.3948228497844";"-3.738156333879843";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
190054;"Iglesia Cristiana Adventista del Séptimo Día. Madrid Resurrección";"";"";"";"Metro: Avenida de Guadalajara (línea 2)  Bus: 153, 38";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23e70bf21677f010VgnVCM1000000b205a0aRCRD";"AUSTRIA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448422";"4475079";"40.424737348819995";"-3.60803688991874";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
190014;"Iglesia Cristiana Adventista del Séptimo Día. Madrid Vallecas";"";"";"";"Bus: 103, 111, 144  Cercanías RENFE: Asamblea de Madrid-Entrevías (líneas C2, C7)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26f70bf21677f010VgnVCM1000000b205a0aRCRD";"DOCTOR BELLIDO";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28018";"SAN DIEGO";"PUENTE DE VALLECAS";"443352";"4470675";"40.38473396152094";"-3.6673969388303247";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
190059;"Iglesia Cristiana Adventista del Séptimo Día. Madrid Ventas";"";"";"";"Metro: Quintana (línea 5), La Elipa (línea 2)  Bus: 113, 106, 28";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a08d5bfd677f010VgnVCM1000000b205a0aRCRD";"HERMANOS GOMEZ";"CALLE";"V";"32";"";"local";"";"";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"444876";"4475715";"40.430239463904734";"-3.6498796531677073";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
190019;"Iglesia Cristiana Adventista del Séptimo Día. Proyecto Cero";"";"";"";"Metro: Puente de Vallecas (línea 1). Bus: 58, 111, 8, 113, 141, 24, 54, 57.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed570bf21677f010VgnVCM1000000b205a0aRCRD";"";"";"";"";"";"";"";"";"MADRID";"MADRID";"";"ADELFAS";"";"";"";"";"";"917 377 737";"";"info@aventista.es";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063730;"Iglesia Cristiana Evangélica en Hortaleza (Eben Ezer)";"Templo evangélico";"";"";"Metro: Parque de Santa María (línea 4)  Bus: 107";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924b7b05a8350410VgnVCM2000000c205a0aRCRD";"SANTA VIRGILIA";"CALLE";"V";"5";"";"";"";"POSTERIOR";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445441";"4481015";"40.47803083728167";"-3.6436863685291523";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064620;"Iglesia Cristiana Hosanna";"Templo evangélico";"";"";"Metro: Vista Alegre (línea 5)    Bus: 55";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=149a5bddd0950410VgnVCM1000000b205a0aRCRD";"ALFARO";"CALLE";"V";"34";"";"";"";"- 36";"MADRID";"MADRID";"28025";"VISTA ALEGRE";"CARABANCHEL";"437449";"4471316";"40.39008603694386";"-3.737012505590283";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026241;"Iglesia Cristiana Reconcíliate con Dios";"Templo evangélico";"";"";"Metro: Carabanchel Alto (línea 11)  Bus: 108, 118";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82efb608d026d610VgnVCM2000001f4a900aRCRD";"SECOYA";"CALLE";"V";"18";"2";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"436762";"4469033";"40.36948386820239";"-3.744863153558721";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026245;"Iglesia Cristiana Redimida de Dios";"Templo evangélico";"";"";"Cercanías: San Cristóbal Industrial (C3)  Bus: T41, 79";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab30b608d026d610VgnVCM2000001f4a900aRCRD";"RESINA";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28021";"VILLAVERDE ALTO C.H.";"VILLAVERDE";"440346";"4465251";"40.33567575572324";"-3.702293202148939";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064624;"Iglesia Cristiana Reformada";"Templo evangelico";"";"";"Metro: Barrio de la Concepción (línea 7)    Bus: 21  Aparcamiento: Verdaguer y García (44), calle Verdaguer y García";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5cc5bddd0950410VgnVCM1000000b205a0aRCRD";"CESAR GONZÁLEZ RUANO";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28027";"SAN PASCUAL";"CIUDAD LINEAL";"444604";"4476786";"40.439878546069856";"-3.6531796217016983";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064802;"Iglesia Cristiana Shalom Adonai";"Templo evangélico";"";"";"Metro: Barrio del Pilar (línea 9)    Bus: 128, 132, 137, 49, 83, 147";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98296bbcdbc50410VgnVCM1000000b205a0aRCRD";"MONDARIZ";"PLAZA";"V";"10";"";"";"";"Local 5";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"440241";"4481063";"40.478096305847544";"-3.7050349888320526";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065928;"Iglesia Cristiana Verbo";"";"";"";"Metro:  Torre Arias (línea 5)  Bus:  28, 48, 140";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003ff181df160410VgnVCM2000000c205a0aRCRD";"CIRCE";"CALLE";"V";"32";"";"";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448377";"4475092";"40.42486074067447";"-3.608556691010076";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11431563;"Iglesia Cuerpo de Cristo, Avelino";"Templo evangélico";"";"";"Bus: 24, 102";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53de8000baa7a710VgnVCM1000001d4a900aRCRD";"AVELINO FERNANDEZ DE LA POZA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"442859";"4470671";"40.38467637366071";"-3.6732010597964244";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064883;"Iglesia Cuerpo de Cristo, Don Pedro";"Templo evangélico";"";"";"Metro: La Latina (línea 5)  Bus: 60, SE712";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8319bd56dc50410VgnVCM2000000c205a0aRCRD";"DON PEDRO";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439525";"4473691";"40.41164356061595";"-3.7127680071804763";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11431568;"Iglesia Cuerpo de Cristo, General";"Templo evangélico";"";"";"Bus: 23, 55, 60";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7908000baa7a710VgnVCM1000001d4a900aRCRD";"GENERAL SERRANO ORIVE";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28019";"COMILLAS";"CARABANCHEL";"439847";"4471678";"40.393539365726255";"-3.708776151479965";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064917;"Iglesia de Cristo - Madrid";"Templo evangélico";"";"";"Metro: Alvarado (línea 1)  Bus: 124, 128, 3, 64, 66, 43";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fb3b607bec50410VgnVCM2000000c205a0aRCRD";"TERUEL";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440553";"4478100";"40.45142687862351";"-3.7010649675352028";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026266;"Iglesia de Dios Pentecostal Movimiento Internacional de Madrid";"Templo evangélico";"";"";"Metro: Villaverde Alto (línea 3)  Bus: 79  Cercanías: Villaverde Alto (C4, C5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6621b608d026d610VgnVCM2000001f4a900aRCRD";"GOMEZ ACEBO";"CALLEJON";"V";"14";"";"";"";"";"MADRID";"MADRID";"28021";"VILLAVERDE ALTO C.H.";"VILLAVERDE";"439834";"4466013";"40.34250052860725";"-3.7083992189259987";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064921;"Iglesia de Dios (Verbo de Dios)";"Templo evangélico";"";"";"Bus: 130, T31";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=646b0ac0dfc50410VgnVCM2000000c205a0aRCRD";"PUERTO DE POZAZAL";"CALLE";"V";"25";"";"";"";"A";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"446484";"4470075";"40.37954477665532";"-3.6304610133031003";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065029;"Iglesia de Los Elegidos de Dios";"Templo evangélico";"";"";"Metro: Abrantes (línea 11)    Bus: 47, 108, 116, E1";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fdea3ddd32d50410VgnVCM2000000c205a0aRCRD";"FARO";"CALLE";"V";"8";"";"";"";"Local 4, Posterior";"MADRID";"MADRID";"28025";"ABRANTES";"CARABANCHEL";"438335";"4470321";"40.38119767358174";"-3.7264778892367456";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
147971;"Iglesia de Scientology de España";"";"";"";"Metro: Sol (línea 1, 2, 3), Sevilla (línea 2).  Bus: 002, M1, 53   Cercanías: Sol (C3, C4)   Aparcamiento: Cortes (46), Plaza de las Cortes";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0606ac2e6481c010VgnVCM1000000b205a0aRCRD";"SANTA CATALINA";"CALLE";"V";"7";"";"";"";"esquina calle Prado";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440802";"4474103";"40.41544685773238";"-3.6977564880686664";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063734;"Iglesia Dios es Amor - Unión Cristiana";"Templo evangélico";"";"";"Metro: Pueblo Nuevo (líneas 5, 7)  Bus: 48, 146  Aparcamiento: Corazón de María II (3), calle Corazón de María (final calle)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd257b05a8350410VgnVCM2000000c205a0aRCRD";"PRUDENCIO ALVARO";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28027";"QUINTANA";"CIUDAD LINEAL";"445359";"4476606";"40.43829788787747";"-3.644274105325617";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
18306;"Iglesia Ejército de Salvación Madrid Central";"Templo evangélico";"";"";"Metro: Manuel Becerra (líneas, 2 y 6), O'Donnell (línea 6)  Bus: 143, 156, 2, 56, 71, C1, 30, C2, 12";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d9f6f065851c010VgnVCM2000000c205a0aRCRD";"HERMOSILLA";"CALLE";"V";"126";"";"";"";"Local 4";"MADRID";"MADRID";"28028";"FUENTE DEL BERRO";"SALAMANCA";"443347";"4475195";"40.42545230198005";"-3.6678581814924507";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026824;"Iglesia Ejército de Salvación Palomeras";"Templo evangélico";"";"";"Metro: Miguel Hernández (línea 1)  Bus: 103, 142, 143, 54, 58, 144";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=68449283b726d610VgnVCM2000001f4a900aRCRD";"RAFAEL ALBERTI";"AVENIDA";"V";"18";"";"";"";"bis";"MADRID";"MADRID";"28038";"PALOMERAS SURESTE";"PUENTE DE VALLECAS";"445663";"4471069";"40.388453004338494";"-3.6402017057531606";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065093;"Iglesia El Buen Pastor de Vallecas";"Templo evangélico";"";"";"Bus: 141";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d373ddd32d50410VgnVCM2000000c205a0aRCRD";"VALDERRIBAS";"CAMINO";"V";"96";"";"";"";"Nave";"MADRID";"MADRID";"28038";"NUMANCIA";"PUENTE DE VALLECAS";"443944";"4472238";"40.398863439810455";"-3.660560405682932";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11431675;"Iglesia Elan";"Templo evangélico";"";"";"Bus: 4";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=36b58000baa7a710VgnVCM1000001d4a900aRCRD";"EZCARAY";"CALLE";"V";"20";"2 C";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"447994";"4473468";"40.410210854887914";"-3.61293716036795";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065435;"Iglesia Española Reformada Episcopal";"Templo evangélico";"";"";"";"Metro: Alonso Martínez (líneas 4, 5 y 10), Tribunal (líneas 1 y 10)  Bus: 37, 40, 149, 3  Bicimad: Estación 54 (calle Barceló, 7)  Aparcamiento: Barceló (69), calle Barceló";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=37d53bf7d7d50410VgnVCM2000000c205a0aRCRD";"BENEFICENCIA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440734";"4475314";"40.42635120982088";"-3.698682579292043";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065000;"Iglesia Evangélica Agua de Vida Vaguada";"Templo evangélico";"";"";"Metro: Peñagrande (línea 7)  Bus: 83";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c33c91fc0d50410VgnVCM2000000c205a0aRCRD";"PUERTO DE MASPALOMAS";"CALLE";"V";"22";"";"";"";"Posterior";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"439497";"4481186";"40.4791594681295";"-3.7138237216851797";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064876;"Iglesia evangélica Asociación Betel";"Templo evangélico";"";"";"Metro: San Francisco (línea 11)  Bus: 108, 118, 121, 131, 47";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=335d9bd56dc50410VgnVCM2000000c205a0aRCRD";"ANTONIA RODRIGUEZ SACRISTAN";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"436747";"4469402";"40.372800292475574";"-3.745073767335671";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065706;"Iglesia Evangélica Asociación Centros Tahor";"Templo evangélico";"";"";"Metro: Estrecho, Alvarado (línea 1)  Bus: 124, 128, 3, 64, 66, 53";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=61a794d12cd50410VgnVCM2000000c205a0aRCRD";"TERUEL";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440551";"4478101";"40.451446329396504";"-3.7010846337104173";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026848;"Iglesia Evangélica Asociación Club Metas";"Templo evangélico";"";"";"Metro: Pinar del Rey (línea 8)  Bus: 87, 72, 9";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=04d59283b726d610VgnVCM2000001f4a900aRCRD";"GRAN VIA DE HORTALEZA";"AVENIDA";"V";"30";"";"";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"444577";"4479753";"40.46660577055004";"-3.6537495353492995";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065980;"Iglesia evangélica Asociación Darse";"Templo evanglélico";"";"";"Metro: Vista Alegre (línea 5)  Bus: 34, 35";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=474204a5d0260410VgnVCM2000000c205a0aRCRD";"CASTROJERIZ";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28025";"VISTA ALEGRE";"CARABANCHEL";"437305";"4471004";"40.38728031283857";"-3.7386583591543534";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026250;"Iglesia evangélica Asociación de Educadores Evangélicos de Madrid";"Templo evangélico";"";"";"Metro: Estrecho (línea 1) / Francos Rodríguez (línea 7)  Bus: 127, 44";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e880b608d026d610VgnVCM2000001f4a900aRCRD";"MARIA PEDRAZA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"439849";"4478318";"40.453348645022764";"-3.7093869921748412";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065383;"Iglesia Evangélica Asociación Evangelización Mundial para Cristo";"Templo evangélico";"";"";"Bus: 167, 48  Metro: San Blas (línea 7)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b96691af6d50410VgnVCM2000000c205a0aRCRD";"CANILLEJAS A VICALVARO";"AVENIDA";"V";"131";"";"";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448207";"4475321";"40.426919386996715";"-3.6105786335561914";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11028433;"Iglesia evangélica Asociación Fietgratia Ong";"Templo evangélico";"";"";"Metro: Suanzes (línea 5)  Bus: 104, 77";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=206aaf9c53d6d610VgnVCM1000001d4a900aRCRD";"RUFINO GONZALEZ";"CALLE";"V";"13";"1ª";"";"";"";"MADRID";"MADRID";"28037";"SIMANCAS";"SAN BLAS-CANILLEJAS";"446797";"4476756";"40.43975530378643";"-3.627318887810539";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065947;"Iglesia evangélica Asociación Fuente de Vida de la Sierra";"Templo evangélico";"";"";"Metro: Urgel (línea 5)  Bus: 119";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c944f181df160410VgnVCM2000000c205a0aRCRD";"TERCIO";"CALLE";"V";"8";"1ª";"";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"438226";"4471682";"40.39345136918462";"-3.7278719881651243";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11430960;"Iglesia evangélica Asociación Proyecto Ayuda en la Calle PAC-ONG";"Templo evangélico";"";"";"Metro: Lucero (línea 6)  Bus: 31, 138";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78b9eafcd367a710VgnVCM1000001d4a900aRCRD";"VICENTE CAMARON";"CALLE";"V";"41";"3ª";"";"";"";"MADRID";"MADRID";"28011";"PUERTA DEL ANGEL";"LATINA";"437152";"4473095";"40.40610493450374";"-3.740671238932678";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026948;"Iglesia Evangélica Avivamiento Emmanuel España";"Templo evangélico";"";"";"Metro: Oporto (línea 5 y 6)  Bus: 247";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e4b8afbee26d610VgnVCM2000001f4a900aRCRD";"ALVAREZ ABELLAN";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28025";"PUERTA BONITA";"CARABANCHEL";"437842";"4470768";"40.38519101985389";"-3.7323123187363367";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063848;"Iglesia Evangélica Bautista Barrio del Pilar";"Templo evangélico";"";"";"Metro: Barrio del Pilar (línea 9)  Bus: 49, 83, 128, 132, 134, 137, 147";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7521ea949750410VgnVCM2000000c205a0aRCRD";"GINZO DE LIMIA";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28029";"LA PAZ";"FUENCARRAL-EL PARDO";"440400";"4481110";"40.47854013481567";"-3.703163788451918";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11027012;"Iglesia Evangélica Buenas Nuevas la Gran Comisión";"Templo evangélico";"";"";"Metro: Urgel (línea 5)  Bus: 118, 119, 34, 35";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6731b97c8136d610VgnVCM2000001f4a900aRCRD";"RADIO";"CALLE";"V";"12";"BAJO";"A";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"438610";"4471562";"40.39240076651593";"-3.7233440134536795";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11027019;"Iglesia Evangélica Casa de la Misericordia";"Templo evangélico";"";"";"Metro: Oporto (líneas 5 y 6)  Bus: 55";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c191b97c8136d610VgnVCM2000001f4a900aRCRD";"SANTIAGO ESTEVEZ";"CALLE";"V";"29";"BAJO";"IZQUIERDA";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"437687";"4471420";"40.39105388398816";"-3.734197628694965";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065547;"Iglesia Evangélica Casa de Oración";"Templo evangélico";"";"";"Bus: 24, 57, 144  Renfe: Asamblea de Madrid - Entrevías";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75ab8fd21ad50410VgnVCM2000000c205a0aRCRD";"FELIPE DE DIEGO";"CALLE";"V";"3";"";"";"";"Bloque A, posterior";"MADRID";"MADRID";"28018";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443720";"4470088";"40.379470784588214";"-3.663021565402853";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
